,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Modified.Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Modified.Employment.Length,Modified.Interest.Rate,Label
799,12375,12375,36 months,debt_consolidation,0.1924,PA,MORTGAGE,6750.0,792.0,11,8135,0.0,1.0,0.0603,Lower Interest Rate
800,5675,5675,36 months,debt_consolidation,0.294,CA,RENT,2333.33,707.0,6,9687,1.0,5.0,0.1114,Lower Interest Rate
801,35000,35000,60 months,debt_consolidation,0.08259999999999999,AL,MORTGAGE,10000.0,662.0,12,21391,2.0,12.0,0.247,Higher Interest Rate
802,25000,25000,36 months,debt_consolidation,0.09519999999999999,NY,RENT,8333.33,672.0,11,8575,1.0,12.0,0.21,Higher Interest Rate
803,35000,35000,36 months,debt_consolidation,0.17170000000000002,NY,MORTGAGE,39583.33,707.0,14,55965,2.0,12.0,0.1629,Higher Interest Rate
804,19200,19200,36 months,debt_consolidation,0.2836,TX,MORTGAGE,4583.33,717.0,12,11140,1.0,2.0,0.12119999999999999,Normal Interest Rate
805,12000,12000,36 months,debt_consolidation,0.12359999999999999,NY,RENT,4416.67,767.0,12,4117,1.0,3.0,0.0662,Lower Interest Rate
806,7000,7000,36 months,debt_consolidation,0.1076,IL,MORTGAGE,4341.67,697.0,11,13638,0.0,7.0,0.1016,Lower Interest Rate
807,10000,10000,36 months,other,0.2189,CA,MORTGAGE,3417.0,682.0,13,18069,0.0,4.0,0.1199,Normal Interest Rate
808,3600,3600,36 months,moving,0.1072,TX,RENT,7000.0,667.0,7,6263,4.0,6.0,0.1972,Higher Interest Rate
809,12000,11975,36 months,debt_consolidation,0.0836,CA,RENT,4500.0,747.0,12,8422,0.0,12.0,0.0849,Lower Interest Rate
810,9450,9450,36 months,credit_card,0.3362,FL,RENT,2750.0,702.0,17,14246,0.0,6.0,0.12119999999999999,Normal Interest Rate
811,9000,7650,36 months,credit_card,0.1272,MI,MORTGAGE,5666.67,687.0,22,36164,1.0,8.0,0.1103,Lower Interest Rate
812,10000,10000,36 months,debt_consolidation,0.13570000000000002,OH,MORTGAGE,4583.33,677.0,16,24989,1.0,12.0,0.158,Higher Interest Rate
813,17325,17325,36 months,credit_card,0.18280000000000002,IL,MORTGAGE,3333.33,727.0,17,11327,0.0,9.0,0.08900000000000001,Lower Interest Rate
814,9600,9600,36 months,credit_card,0.33240000000000003,AR,RENT,3166.67,687.0,8,14774,3.0,2.0,0.1531,Higher Interest Rate
815,16000,16000,60 months,home_improvement,0.1099,IL,MORTGAGE,3466.67,667.0,8,13797,1.0,7.0,0.2198,Higher Interest Rate
816,9000,9000,36 months,major_purchase,0.0929,NY,MORTGAGE,14166.67,772.0,13,40909,0.0,4.0,0.0603,Lower Interest Rate
817,12000,12000,60 months,debt_consolidation,0.1103,GA,MORTGAGE,4425.17,782.0,9,14816,0.0,12.0,0.0849,Lower Interest Rate
818,12000,12000,36 months,debt_consolidation,0.023700000000000002,MD,MORTGAGE,12500.0,737.0,13,10944,0.0,5.0,0.1114,Lower Interest Rate
819,2575,2575,36 months,debt_consolidation,0.2754,NY,RENT,4166.67,697.0,12,18499,0.0,2.0,0.1016,Lower Interest Rate
820,4500,4500,36 months,credit_card,0.0707,OR,MORTGAGE,5250.0,712.0,10,9356,2.0,9.0,0.0888,Lower Interest Rate
821,7500,-0.01,36 months,educational,0.2134,CA,MORTGAGE,8750.0,687.0,14,20947,7.0,5.0,0.1229,Normal Interest Rate
822,10000,10000,36 months,debt_consolidation,0.08109999999999999,CO,OWN,3500.0,687.0,11,11401,1.0,12.0,0.1311,Normal Interest Rate
823,7000,7000,36 months,medical,0.0704,AZ,RENT,3010.0,672.0,5,3047,2.0,0.5,0.1422,Normal Interest Rate
824,28350,28350,36 months,debt_consolidation,0.2889,NC,RENT,5833.33,697.0,11,10119,0.0,9.0,0.1972,Higher Interest Rate
825,4800,4800,36 months,other,0.16940000000000002,MD,RENT,4800.0,682.0,7,2770,0.0,0.5,0.12119999999999999,Normal Interest Rate
826,7000,6963.08,36 months,debt_consolidation,0.1311,PA,RENT,4325.0,687.0,8,8076,4.0,3.0,0.1311,Normal Interest Rate
827,19200,19200,60 months,credit_card,0.1039,AZ,RENT,5666.67,672.0,5,17783,0.0,0.5,0.22469999999999998,Higher Interest Rate
828,8000,8000,36 months,debt_consolidation,0.1159,CA,RENT,7000.0,687.0,7,4729,1.0,3.0,0.1114,Lower Interest Rate
829,10000,10000,36 months,debt_consolidation,0.2145,CA,RENT,3750.0,702.0,4,18621,0.0,12.0,0.1409,Normal Interest Rate
830,25000,14401.65,60 months,home_improvement,0.0495,FL,MORTGAGE,3333.33,782.0,9,3367,3.0,2.0,0.1149,Normal Interest Rate
831,9500,9500,36 months,other,0.16010000000000002,PA,RENT,4500.0,662.0,7,3673,1.0,3.0,0.2198,Higher Interest Rate
832,3000,2057.84,36 months,small_business,0.0434,IL,OWN,4350.0,682.0,3,8414,4.0,12.0,0.10460000000000001,Lower Interest Rate
833,13500,13500,60 months,debt_consolidation,0.1508,DC,RENT,2666.67,667.0,6,13341,1.0,12.0,0.19690000000000002,Higher Interest Rate
834,6000,6000,36 months,credit_card,0.025099999999999997,GA,RENT,7500.0,722.0,5,6394,0.0,2.0,0.079,Lower Interest Rate
835,18000,18000,36 months,debt_consolidation,0.11810000000000001,FL,RENT,5100.0,717.0,8,17139,0.0,1.0,0.1114,Lower Interest Rate
836,15500,15500,36 months,home_improvement,0.1636,PA,RENT,9000.0,702.0,8,4097,4.0,12.0,0.08900000000000001,Lower Interest Rate
838,10350,10350,36 months,car,0.2046,NY,RENT,3333.33,692.0,10,10841,1.0,1.0,0.1409,Normal Interest Rate
839,8575,8550,36 months,debt_consolidation,0.0984,NY,RENT,2500.0,667.0,6,8807,2.0,7.0,0.1727,Higher Interest Rate
840,15000,15000,36 months,debt_consolidation,0.2488,AZ,RENT,6000.0,677.0,12,12162,0.0,1.0,0.1905,Higher Interest Rate
841,10000,9975,36 months,major_purchase,0.0285,PA,MORTGAGE,10167.0,792.0,9,16,3.0,12.0,0.0859,Lower Interest Rate
842,10800,10800,60 months,car,0.009399999999999999,IL,RENT,7500.0,732.0,4,1577,0.0,0.5,0.1367,Normal Interest Rate
843,25000,25000,36 months,home_improvement,0.0479,MD,MORTGAGE,6833.33,677.0,5,8811,0.0,8.0,0.1409,Normal Interest Rate
844,11000,11000,36 months,debt_consolidation,0.0426,SC,MORTGAGE,6666.67,697.0,11,4124,0.0,4.0,0.1099,Lower Interest Rate
845,5500,5500,36 months,credit_card,0.32159999999999994,PA,OWN,1666.67,692.0,7,8826,0.0,3.0,0.1114,Lower Interest Rate
846,13000,13000,36 months,debt_consolidation,0.1058,NH,RENT,5000.0,737.0,3,11090,1.0,1.0,0.1311,Normal Interest Rate
847,3825,3800,36 months,small_business,0.037200000000000004,NY,RENT,3333.33,747.0,3,5106,0.0,5.0,0.079,Lower Interest Rate
848,25000,25000,60 months,debt_consolidation,0.321,NY,OWN,4916.67,697.0,21,35208,1.0,7.0,0.1972,Higher Interest Rate
849,2000,2000,36 months,major_purchase,0.1411,NV,RENT,3750.0,682.0,4,1485,0.0,3.0,0.1311,Normal Interest Rate
850,18000,17975,36 months,moving,0.3323,GA,MORTGAGE,5416.67,687.0,10,15626,1.0,12.0,0.1905,Higher Interest Rate
851,19125,19125,60 months,other,0.29100000000000004,GA,RENT,4166.67,702.0,14,28108,3.0,6.0,0.18489999999999998,Higher Interest Rate
852,16800,16800,36 months,debt_consolidation,0.0387,SC,OWN,16083.33,802.0,5,13470,1.0,8.0,0.0662,Lower Interest Rate
853,25000,15175,60 months,debt_consolidation,0.22190000000000001,PA,MORTGAGE,7083.33,707.0,8,9133,0.0,4.0,0.1632,Higher Interest Rate
854,7425,7425,36 months,debt_consolidation,0.0732,NV,MORTGAGE,2500.0,707.0,6,5045,1.0,4.0,0.09759999999999999,Lower Interest Rate
856,10000,10000,36 months,debt_consolidation,0.1815,CA,RENT,5833.33,702.0,10,16894,0.0,4.0,0.1074,Lower Interest Rate
857,25000,24925,36 months,credit_card,0.1795,MD,RENT,7983.33,687.0,14,28330,0.0,2.0,0.1595,Higher Interest Rate
858,8500,8500,36 months,other,0.18,MI,RENT,2583.33,667.0,9,13718,0.0,2.0,0.1777,Higher Interest Rate
859,12375,12375,36 months,debt_consolidation,0.31,PA,MORTGAGE,3500.0,737.0,16,14037,0.0,2.0,0.0662,Lower Interest Rate
860,10000,10000,36 months,debt_consolidation,0.23559999999999998,WA,RENT,2750.0,702.0,4,14317,0.0,2.0,0.1433,Normal Interest Rate
861,1900,1900,36 months,debt_consolidation,0.19269999999999998,PA,MORTGAGE,6000.0,737.0,12,18397,2.0,12.0,0.0751,Lower Interest Rate
862,23000,23000,36 months,debt_consolidation,0.2584,MD,MORTGAGE,6625.0,687.0,17,19870,1.0,3.0,0.1777,Higher Interest Rate
863,2000,2000,36 months,debt_consolidation,0.2248,MN,RENT,4333.33,677.0,9,8496,1.0,4.0,0.1433,Normal Interest Rate
864,8000,8000,36 months,small_business,0.0919,CA,MORTGAGE,5833.33,792.0,5,4469,2.0,3.0,0.0699,Lower Interest Rate
865,10000,10000,36 months,home_improvement,0.0794,CA,MORTGAGE,5833.33,737.0,12,3181,0.0,8.0,0.0729,Lower Interest Rate
866,4800,4800,36 months,credit_card,0.1734,NC,MORTGAGE,6250.0,707.0,7,4195,0.0,12.0,0.079,Lower Interest Rate
867,5000,5000,36 months,debt_consolidation,0.1839,MA,OWN,3333.33,727.0,8,5806,0.0,0.5,0.0692,Lower Interest Rate
868,7000,7000,36 months,debt_consolidation,0.0906,TX,RENT,6333.33,717.0,6,349,0.0,12.0,0.1112,Lower Interest Rate
869,10000,10000,36 months,debt_consolidation,0.10880000000000001,CT,MORTGAGE,7500.0,667.0,6,24924,0.0,12.0,0.12119999999999999,Normal Interest Rate
870,15000,14925.21,36 months,debt_consolidation,0.1406,NY,RENT,4458.33,702.0,15,7701,1.0,6.0,0.13470000000000001,Normal Interest Rate
871,16750,9445.58,36 months,credit_card,0.2475,FL,RENT,3750.0,722.0,6,28116,1.0,12.0,0.1241,Normal Interest Rate
872,5000,5000,36 months,credit_card,0.09789999999999999,FL,OWN,1733.33,667.0,11,4366,3.0,0.5,0.1629,Higher Interest Rate
873,8000,8000,36 months,credit_card,0.0447,CA,OWN,3936.0,782.0,7,5235,0.0,12.0,0.0542,Lower Interest Rate
874,13000,8113.74,36 months,small_business,0.16140000000000002,TX,MORTGAGE,3500.0,787.0,6,0,1.0,1.0,0.09630000000000001,Lower Interest Rate
875,4000,4000,36 months,debt_consolidation,0.1589,CA,MORTGAGE,4166.67,707.0,17,13745,1.0,12.0,0.09759999999999999,Lower Interest Rate
876,10000,10000,36 months,debt_consolidation,0.1432,MN,MORTGAGE,3666.67,707.0,9,17161,0.0,1.0,0.09910000000000001,Lower Interest Rate
877,3500,3500,36 months,other,0.15539999999999998,CA,MORTGAGE,6333.0,717.0,12,41602,0.0,12.0,0.0729,Lower Interest Rate
878,1800,1800,36 months,vacation,0.2421,NY,RENT,4250.0,672.0,11,5757,0.0,5.0,0.1367,Normal Interest Rate
879,6000,6000,36 months,home_improvement,0.1466,NC,MORTGAGE,5833.33,717.0,12,7961,0.0,9.0,0.07490000000000001,Lower Interest Rate
880,4000,3910.45,36 months,home_improvement,0.20920000000000002,NY,MORTGAGE,3600.0,727.0,4,594,0.0,12.0,0.0766,Lower Interest Rate
881,30000,30000,60 months,credit_card,0.2125,FL,MORTGAGE,6250.0,697.0,12,34927,0.0,6.0,0.1905,Higher Interest Rate
882,14000,14000,36 months,house,0.1519,MI,RENT,5416.67,692.0,6,4211,0.0,5.0,0.1409,Normal Interest Rate
883,15800,15700,60 months,debt_consolidation,0.19640000000000002,CA,MORTGAGE,7388.42,712.0,13,32120,1.0,12.0,0.1602,Higher Interest Rate
884,7200,7175,36 months,debt_consolidation,0.2789,OK,MORTGAGE,3750.0,692.0,8,20342,0.0,12.0,0.1114,Lower Interest Rate
885,5825,5825,36 months,home_improvement,0.04,AR,OWN,3750.0,692.0,4,5643,0.0,1.0,0.12119999999999999,Normal Interest Rate
886,3000,3000,36 months,debt_consolidation,0.1285,PA,RENT,4916.67,732.0,8,3210,0.0,5.0,0.07139999999999999,Lower Interest Rate
888,10750,10725,36 months,debt_consolidation,0.1402,MI,MORTGAGE,4416.67,687.0,6,11525,0.0,12.0,0.1311,Normal Interest Rate
889,4575,4575,36 months,credit_card,0.1431,MS,OTHER,5833.33,682.0,25,82586,2.0,2.0,0.1565,Higher Interest Rate
890,9000,9000,36 months,credit_card,0.1536,CO,MORTGAGE,7083.33,687.0,19,11077,1.0,2.0,0.1433,Normal Interest Rate
891,10000,10000,36 months,debt_consolidation,0.0649,GA,MORTGAGE,12500.0,747.0,17,75629,0.0,1.0,0.0579,Lower Interest Rate
892,8000,7997.79,36 months,debt_consolidation,0.1576,NY,RENT,3750.0,667.0,8,7374,1.0,6.0,0.1629,Higher Interest Rate
893,15000,15000,36 months,house,0.0432,AL,MORTGAGE,8833.33,682.0,6,113,3.0,8.0,0.15960000000000002,Higher Interest Rate
894,20675,20675,36 months,credit_card,0.23120000000000002,NM,MORTGAGE,4333.33,712.0,12,8393,1.0,12.0,0.1433,Normal Interest Rate
895,10500,10477.85,36 months,credit_card,0.14300000000000002,NY,RENT,3083.33,672.0,8,14726,0.0,12.0,0.1533,Higher Interest Rate
896,4825,4825,36 months,debt_consolidation,0.047599999999999996,CT,MORTGAGE,5416.67,682.0,8,6883,0.0,8.0,0.12119999999999999,Normal Interest Rate
897,3800,3800,36 months,major_purchase,0.1545,PA,MORTGAGE,5416.67,702.0,11,9266,0.0,12.0,0.1112,Lower Interest Rate
898,19600,19525,60 months,small_business,0.09759999999999999,CA,RENT,4170.0,677.0,8,11669,0.0,4.0,0.21489999999999998,Higher Interest Rate
899,12800,12700,60 months,debt_consolidation,0.0902,FL,RENT,5166.67,727.0,7,7942,0.0,5.0,0.1261,Normal Interest Rate
900,30000,29950,36 months,home_improvement,0.0034000000000000002,MA,RENT,13416.67,812.0,9,2174,3.0,12.0,0.079,Lower Interest Rate
901,14500,10168.89,60 months,credit_card,0.1426,CA,MORTGAGE,3584.62,757.0,6,18555,0.0,12.0,0.1075,Lower Interest Rate
902,16750,16750,36 months,debt_consolidation,0.08839999999999999,FL,MORTGAGE,5666.67,682.0,8,13567,1.0,4.0,0.1875,Higher Interest Rate
903,12000,11975,36 months,other,0.1429,AZ,MORTGAGE,8541.67,697.0,5,5890,3.0,12.0,0.1629,Higher Interest Rate
904,4800,4800,36 months,credit_card,0.139,HI,RENT,5000.0,667.0,8,7391,0.0,2.0,0.1465,Higher Interest Rate
905,5000,5000,36 months,debt_consolidation,0.1118,AZ,RENT,10625.0,672.0,8,8054,0.0,1.0,0.1409,Normal Interest Rate
906,15000,14950,36 months,small_business,0.08460000000000001,OR,MORTGAGE,6666.67,692.0,8,1073,2.0,5.0,0.1417,Normal Interest Rate
907,1500,1500,36 months,other,0.1359,TX,RENT,3583.33,687.0,7,4747,1.0,0.5,0.21489999999999998,Higher Interest Rate
908,18000,17738.58,60 months,major_purchase,0.1503,OH,MORTGAGE,4000.0,757.0,9,6718,0.0,12.0,0.1059,Lower Interest Rate
909,5600,2025.01,36 months,other,0.20600000000000002,CA,RENT,6083.33,657.0,7,2166,2.0,2.0,0.1482,Higher Interest Rate
910,35000,14869.55,60 months,home_improvement,0.2619,FL,MORTGAGE,6308.75,737.0,14,34883,0.0,12.0,0.1565,Higher Interest Rate
911,16000,13613.86,60 months,debt_consolidation,0.1533,KY,MORTGAGE,3006.44,702.0,10,11011,0.0,12.0,0.1528,Higher Interest Rate
913,8875,8875,36 months,debt_consolidation,0.3015,NC,RENT,2291.67,682.0,11,11798,1.0,2.0,0.1531,Higher Interest Rate
914,8000,7925,60 months,other,0.0992,WA,MORTGAGE,5002.33,677.0,7,8421,1.0,12.0,0.1875,Higher Interest Rate
915,10000,9975,36 months,debt_consolidation,0.1457,NV,MORTGAGE,6307.42,682.0,11,18823,0.0,12.0,0.1348,Normal Interest Rate
916,20000,11800,36 months,debt_consolidation,0.2352,AL,MORTGAGE,4166.67,747.0,11,24123,1.0,0.5,0.1148,Normal Interest Rate
917,25000,25000,36 months,debt_consolidation,0.15380000000000002,FL,RENT,5500.0,732.0,9,11395,0.0,3.0,0.09910000000000001,Lower Interest Rate
918,10000,10000,36 months,debt_consolidation,0.11449999999999999,CA,OWN,4166.67,762.0,20,10385,1.0,6.0,0.0662,Lower Interest Rate
919,11000,10969.64,36 months,debt_consolidation,0.1889,IL,RENT,3500.0,702.0,6,6811,1.0,2.0,0.1253,Normal Interest Rate
920,12000,12000,36 months,debt_consolidation,0.1875,SC,MORTGAGE,13000.0,727.0,22,20197,0.0,5.0,0.0603,Lower Interest Rate
921,17200,17200,60 months,home_improvement,0.09949999999999999,CO,RENT,3666.67,707.0,4,2117,3.0,2.0,0.19690000000000002,Higher Interest Rate
922,1800,1800,36 months,other,0.0679,OK,MORTGAGE,6416.67,672.0,6,3394,2.0,7.0,0.1531,Higher Interest Rate
925,20000,2050,36 months,home_improvement,0.0149,MI,MORTGAGE,3500.0,752.0,6,1954,5.0,2.0,0.1284,Normal Interest Rate
926,6000,4450,36 months,debt_consolidation,0.084,NY,RENT,5417.0,782.0,10,6047,1.0,12.0,0.0768,Lower Interest Rate
927,2500,2500,36 months,debt_consolidation,0.2249,PA,MORTGAGE,3916.67,672.0,7,14892,2.0,6.0,0.18489999999999998,Higher Interest Rate
928,1950,1950,36 months,other,0.1508,CA,RENT,2600.0,682.0,6,4100,1.0,3.0,0.1311,Normal Interest Rate
929,30000,29975,60 months,debt_consolidation,0.10800000000000001,NJ,RENT,7083.33,707.0,12,9121,0.0,12.0,0.205,Higher Interest Rate
930,6000,5975,60 months,small_business,0.066,FL,MORTGAGE,2500.0,662.0,5,5087,0.0,8.0,0.1714,Higher Interest Rate
931,24000,23950,36 months,debt_consolidation,0.2668,TX,MORTGAGE,5791.67,717.0,13,34104,0.0,12.0,0.12119999999999999,Normal Interest Rate
932,15000,15000,36 months,wedding,0.1805,CA,RENT,8000.0,662.0,6,45976,1.0,2.0,0.1999,Higher Interest Rate
933,12000,11975,60 months,home_improvement,0.0404,NY,MORTGAGE,3416.67,737.0,10,6935,0.0,0.5,0.1099,Lower Interest Rate
934,21000,21000,36 months,debt_consolidation,0.1142,SC,MORTGAGE,10700.0,712.0,12,16830,2.0,2.0,0.1367,Normal Interest Rate
935,5750,5750,36 months,credit_card,0.1244,CA,RENT,5000.0,662.0,13,12465,0.0,12.0,0.1399,Normal Interest Rate
936,15000,15000,36 months,other,0.1655,PA,RENT,4166.67,697.0,11,9066,0.0,2.0,0.1311,Normal Interest Rate
937,7500,7500,36 months,home_improvement,0.2656,NH,MORTGAGE,5000.0,712.0,8,9047,1.0,12.0,0.12119999999999999,Normal Interest Rate
938,8000,7975,36 months,wedding,0.1673,TX,MORTGAGE,3521.0,682.0,13,4075,0.0,3.0,0.1284,Normal Interest Rate
939,2000,2000,36 months,car,0.237,MI,OWN,3000.0,732.0,5,2117,1.0,12.0,0.08900000000000001,Lower Interest Rate
940,11950,11950,36 months,other,0.2122,RI,MORTGAGE,5833.33,702.0,22,15962,1.0,8.0,0.1433,Normal Interest Rate
941,6500,6500,36 months,debt_consolidation,0.12560000000000002,AR,RENT,6750.0,722.0,17,33229,0.0,8.0,0.079,Lower Interest Rate
942,4500,4500,36 months,other,0.0926,CA,RENT,3500.0,697.0,5,7247,0.0,2.0,0.1149,Normal Interest Rate
943,24000,23975,36 months,debt_consolidation,0.1553,OH,MORTGAGE,5416.67,722.0,11,17882,0.0,12.0,0.1016,Lower Interest Rate
944,14675,14675,36 months,credit_card,0.2723,IL,RENT,3250.0,697.0,14,7525,1.0,2.0,0.1629,Higher Interest Rate
945,23750,23750,60 months,debt_consolidation,0.1422,CT,RENT,8333.33,712.0,12,10549,3.0,2.0,0.1972,Higher Interest Rate
946,7500,7500,36 months,debt_consolidation,0.1313,PA,MORTGAGE,9583.33,712.0,20,22464,0.0,4.0,0.0662,Lower Interest Rate
948,30000,29950,36 months,debt_consolidation,0.1229,TX,RENT,10000.0,697.0,17,18680,0.0,3.0,0.1727,Higher Interest Rate
949,20000,20000,60 months,debt_consolidation,0.243,VT,RENT,3666.67,662.0,9,9194,1.0,1.0,0.2245,Higher Interest Rate
950,15000,14875,36 months,wedding,0.1375,MI,MORTGAGE,4166.67,702.0,11,8014,4.0,2.0,0.1311,Normal Interest Rate
951,4000,3882.78,36 months,moving,0.2394,OH,RENT,4666.67,762.0,7,2889,2.0,9.0,0.0579,Lower Interest Rate
952,4325,4325,36 months,credit_card,0.0547,FL,MORTGAGE,3691.67,717.0,9,5074,0.0,12.0,0.07490000000000001,Lower Interest Rate
953,6000,6000,36 months,debt_consolidation,0.2913,WV,RENT,2752.92,662.0,12,4569,2.0,0.5,0.1727,Higher Interest Rate
954,4500,4475,36 months,small_business,0.2027,VA,MORTGAGE,7075.5,722.0,15,68618,2.0,12.0,0.0751,Lower Interest Rate
955,12000,12000,36 months,debt_consolidation,0.1507,CO,MORTGAGE,4166.67,667.0,7,12318,1.0,0.5,0.1727,Higher Interest Rate
956,10000,6350,36 months,credit_card,0.0033,NJ,RENT,13750.0,732.0,5,45,0.0,2.0,0.092,Lower Interest Rate
957,14000,14000,36 months,credit_card,0.11349999999999999,AZ,RENT,7333.33,682.0,7,6229,1.0,0.5,0.1531,Higher Interest Rate
958,7750,7750,36 months,debt_consolidation,0.26739999999999997,FL,MORTGAGE,2916.67,682.0,18,17102,0.0,5.0,0.1629,Higher Interest Rate
960,7000,7000,36 months,debt_consolidation,0.18899999999999997,AR,MORTGAGE,2000.0,662.0,10,7315,2.0,1.0,0.18489999999999998,Higher Interest Rate
961,22000,21925,36 months,credit_card,0.1802,CA,MORTGAGE,8666.67,662.0,12,9317,2.0,12.0,0.1727,Higher Interest Rate
962,19500,19500,36 months,credit_card,0.09789999999999999,MD,RENT,10000.0,677.0,16,14957,1.0,2.0,0.18489999999999998,Higher Interest Rate
963,8400,8400,36 months,debt_consolidation,0.2232,MA,RENT,3333.33,692.0,7,5500,0.0,4.0,0.12119999999999999,Normal Interest Rate
964,9250,9200,36 months,debt_consolidation,0.1628,OH,MORTGAGE,5416.67,747.0,14,10111,6.0,6.0,0.1189,Normal Interest Rate
965,24000,24000,60 months,debt_consolidation,0.08689999999999999,NJ,MORTGAGE,5833.33,687.0,9,23006,0.0,12.0,0.20489999999999997,Higher Interest Rate
966,3600,3600,36 months,debt_consolidation,0.0327,NV,RENT,1558.33,747.0,4,1594,0.0,3.0,0.08900000000000001,Lower Interest Rate
967,10000,10000,36 months,credit_card,0.2208,NY,RENT,6000.0,682.0,8,11088,0.0,3.0,0.1349,Normal Interest Rate
968,25000,24875,60 months,debt_consolidation,0.13419999999999999,IL,MORTGAGE,6250.0,757.0,5,18591,0.0,12.0,0.11710000000000001,Normal Interest Rate
969,3600,3600,36 months,medical,0.1572,TX,RENT,2500.0,742.0,8,650,0.0,0.5,0.07490000000000001,Lower Interest Rate
970,8000,8000,36 months,home_improvement,0.0959,OH,MORTGAGE,7250.0,762.0,6,4938,0.0,12.0,0.0599,Lower Interest Rate
971,14500,14500,36 months,debt_consolidation,0.048499999999999995,GA,MORTGAGE,3958.33,762.0,4,9598,0.0,4.0,0.079,Lower Interest Rate
972,9800,9800,60 months,debt_consolidation,0.1489,RI,MORTGAGE,5340.25,667.0,8,5350,1.0,2.0,0.19690000000000002,Higher Interest Rate
973,1500,1500,36 months,other,0.159,CA,MORTGAGE,5555.08,687.0,16,21774,2.0,12.0,0.1149,Normal Interest Rate
974,1500,1500,36 months,other,0.1537,CA,RENT,3625.0,697.0,9,11346,1.0,5.0,0.12119999999999999,Normal Interest Rate
975,3300,3300,36 months,car,0.0416,FL,RENT,3730.0,702.0,7,3675,1.0,1.0,0.11710000000000001,Normal Interest Rate
976,20000,20000,36 months,debt_consolidation,0.1112,CA,RENT,10333.33,792.0,8,12632,0.0,6.0,0.0662,Lower Interest Rate
977,6000,6000,36 months,major_purchase,0.07400000000000001,PA,MORTGAGE,5000.0,677.0,6,14045,0.0,2.0,0.12119999999999999,Normal Interest Rate
978,13600,13600,36 months,debt_consolidation,0.20370000000000002,HI,RENT,3666.67,682.0,14,20411,0.0,4.0,0.1311,Normal Interest Rate
979,30000,29975,60 months,debt_consolidation,0.1532,NJ,MORTGAGE,12500.0,707.0,12,24124,2.0,12.0,0.21489999999999998,Higher Interest Rate
980,10000,10000,36 months,credit_card,0.12029999999999999,NC,MORTGAGE,4000.0,697.0,11,8413,0.0,12.0,0.11710000000000001,Normal Interest Rate
981,4800,4775,36 months,moving,0.0,CA,RENT,2500.0,672.0,4,0,0.0,2.0,0.1484,Higher Interest Rate
983,5500,5500,36 months,debt_consolidation,0.21239999999999998,OH,RENT,1666.67,682.0,7,5056,1.0,0.5,0.12689999999999999,Normal Interest Rate
984,9950,9950,36 months,debt_consolidation,0.04190000000000001,NJ,MORTGAGE,4800.0,687.0,9,5038,1.0,5.0,0.1433,Normal Interest Rate
